temp,external_field,n_particles_1d,n_particles,n_sweeps,beta,J,tau,block_size,mean_absolute_spin,std_mean_absolute_spin,energy_per_spin,std_energy_per_spin,magnetic_susceptibility_per_spin,std_magnetic_susceptibility_per_spin,specific_heat_per_spin,std_specific_heat_per_spin,mean_vortex_density,std_vortex_density,mean_n_vortices,std_n_vortices,mean_n_antivortices,std_n_antivortices,thermalization_cut,n_samples_after_thermalization,source_file
1.4999999999999998,0,50,2500,5000,0.6666666666666667,1,13.103120898400602,209,0.05564760514616302,0.0020646689319483297,-0.7786154375366959,0.0017590240920176206,1.1798359849407125,0.4267973540385368,0.6233756420912774,0.11743299864859402,0.13747185354691072,0.0012479765045631285,171.83981693363845,1.5599706307039112,171.83981693363845,1.5599706307039112,129,4871,data/T_1.50_N_050_data.npz
1.6999999999999997,0,10,100,5000,0.5882352941176472,1,7.68340609852557,122,0.22722097688001294,0.006070576639477737,-0.6674014928214197,0.0069068687484140955,0.6170726457331233,0.20822725219665247,0.4982918482867861,0.10320338066196268,0.16580737704918036,0.008955689072375836,8.290368852459016,0.44778445361879177,8.290368852459016,0.44778445361879177,117,4883,data/T_1.70_N_010_data.npz
1.6999999999999997,0,20,400,5000,0.5882352941176472,1,11.451687209802992,183,0.10947302350587458,0.004014847958911023,-0.6661310903671436,0.004103206932080746,0.6890265973044951,0.37110343437927823,0.4772005459440383,0.07001443151182647,0.16577238335435054,0.0034785149349407375,33.15447667087012,0.6957029869881485,33.15447667087012,0.6957029869881485,164,4836,data/T_1.70_N_020_data.npz
1.6999999999999997,0,50,2500,5000,0.5882352941176472,1,8.895548091364276,142,0.043533424583172095,0.0013795277725207286,-0.6661672493891542,0.0014267078435817252,0.6734951549384336,0.23645368869734817,0.4660629611529581,0.09253671596353549,0.16576603148301575,0.0013491261905494022,207.20753935376968,1.6864077381867575,207.20753935376968,1.6864077381867575,127,4873,data/T_1.70_N_050_data.npz
1.8999999999999997,0,10,100,5000,0.5263157894736843,1,4.962331989699185,79,0.19114207878634265,0.004288817725289882,-0.5830124327490316,0.00514779829393405,0.42322730613257914,0.12592921244958585,0.3388738747655278,0.0857130211321937,0.18683129279933597,0.00882469959708265,9.3415646399668,0.4412349798541324,9.3415646399668,0.4412349798541324,139,4861,data/T_1.90_N_010_data.npz
1.8999999999999997,0,20,400,5000,0.5263157894736843,1,4.508134769609253,72,0.09340556598374557,0.002102788211399026,-0.5801664557592491,0.002522042257759398,0.45282841676488306,0.1982950940043535,0.35917638815486974,0.08903980273953417,0.18841625207296853,0.004820041134957192,37.6832504145937,0.9640082269914385,37.6832504145937,0.9640082269914385,111,4889,data/T_1.90_N_020_data.npz
1.8999999999999997,0,50,2500,5000,0.5263157894736843,1,6.4066385321601915,102,0.0388435009131411,0.0010324208445029767,-0.5811348618861466,0.0011381734014962706,0.46519744577555283,0.13718167903492004,0.3294556518177748,0.08837703221507669,0.1880764288694201,0.0016662066206937457,235.09553608677507,2.0827582758671817,235.09553608677507,2.0827582758671817,118,4882,data/T_1.90_N_050_data.npz
2.0999999999999996,0,10,100,5000,0.4761904761904763,1,3.5298378681413736,56,0.17149973536636923,0.00329697974958831,-0.5176166952278806,0.004214844858951017,0.32902940235662476,0.10467403409981335,0.2563428570752888,0.06728249007518845,0.20480706075533658,0.01094068723955102,10.240353037766834,0.547034361977551,10.240353037766834,0.547034361977551,110,4890,data/T_2.10_N_010_data.npz
2.0999999999999996,0,20,400,5000,0.4761904761904763,1,3.373227637969202,53,0.08446631423429772,0.001630898163743783,-0.5179383745762776,0.0020912793627963855,0.33057190649977125,0.12417738423365064,0.26727415007452604,0.07730094767028267,0.204954881050041,0.00488194795124679,40.990976210008206,0.9763895902493577,40.990976210008206,0.9763895902493577,104,4896,data/T_2.10_N_020_data.npz
2.0999999999999996,0,50,2500,5000,0.4761904761904763,1,3.3891125206762656,54,0.0334393456997052,0.0006490294358382526,-0.5177292992971674,0.0008413745086162421,0.3320808893167023,0.13992076335766332,0.2630601985007282,0.08390251723741422,0.20490567901234572,0.0021130634101667913,256.1320987654321,2.6413292627084863,256.1320987654321,2.6413292627084863,111,4889,data/T_2.10_N_050_data.npz
2.3,0,10,100,5000,0.4347826086956522,1,2.9647723835210646,47,0.15990792354708927,0.0028556813335336435,-0.4638244570557305,0.003768380912151456,0.26222285153152125,0.08416015901127066,0.2049907979129832,0.04479304158626933,0.21909109688080974,0.01068044193630911,10.954554844040493,0.5340220968154554,10.954554844040493,0.5340220968154554,155,4845,data/T_2.30_N_010_data.npz
2.3,0,20,400,5000,0.4347826086956522,1,3.4216707730280596,54,0.08002282624341685,0.0015935103958299906,-0.4641218423635097,0.00202255722366278,0.27915943709936153,0.10061495339717003,0.20619284587590908,0.05201929087881862,0.21946604938271605,0.004963706885506156,43.89320987654321,0.9927413771012316,43.89320987654321,0.9927413771012316,117,4883,data/T_2.30_N_020_data.npz
2.3,0,50,2500,5000,0.4347826086956522,1,2.9736075136530635,47,0.03131797472255418,0.0005518158566633596,-0.46733736751733435,0.0007836111851002193,0.24951659515340072,0.0891150735232174,0.22230381854185965,0.062285142090588504,0.21842908489981408,0.001992579644525095,273.0363561247677,2.490724555656367,273.0363561247677,2.490724555656367,117,4883,data/T_2.30_N_050_data.npz
2.4999999999999996,0,10,100,5000,0.4000000000000001,1,2.695908157519759,43,0.149743672978504,0.0025647520634026117,-0.42147692804314757,0.0036124303340851417,0.217110966296746,0.07115216366085678,0.17619654595204542,0.04347650309195521,0.230314879604857,0.011431434843217791,11.51574398024285,0.5715717421608895,11.51574398024285,0.5715717421608895,101,4899,data/T_2.50_N_010_data.npz
2.4999999999999996,0,20,400,5000,0.4000000000000001,1,2.663979555266566,42,0.07423626084572667,0.0012815150534859197,-0.4240824899527844,0.0018350094833508757,0.21710125314095124,0.08901001950845937,0.1804830928231438,0.051793494462481056,0.22939648033126295,0.005340913915615434,45.879296066252586,1.0681827831230875,45.879296066252586,1.0681827831230875,143,4857,data/T_2.50_N_020_data.npz
2.4999999999999996,0,50,2500,5000,0.4000000000000001,1,3.3544728978852207,53,0.030183748978314995,0.000588636318845106,-0.42371270368905917,0.0008135804367777029,0.22771176600734555,0.08161658343870766,0.1804088471232157,0.042107158660670524,0.22990549630844953,0.00196760226345941,287.3818703855619,2.459502829324262,287.3818703855619,2.459502829324262,108,4892,data/T_2.50_N_050_data.npz
